0.085207306,1.1979986,1.2372806,-1.9814943,-3.5441186,-3.5228066,2.6600895,-3.2126076,-1.863923,4.272609,5.1808667,-5.4158335,0.43391904,0.1261375,0.53760165,5.065452,-1.4088043,-1.983131,-1.7946113,0.41465402
2.6985948,0.21001305,0.20264593,-1.3356726,-2.7686977,-6.4276485,-3.7555163,-1.5455245,-3.882576,-3.8553658,-3.777624,-4.9680457,0.73363334,1.7268561,1.4996935,-3.0170946,4.901291,-2.0858176,-6.2281094,-1.3062502
-1.821539,-1.3384285,0.37202683,0.9255063,0.14574073,0.67442,-0.11123725,-0.8914206,0.79569817,0.60390544,2.9060774,-0.7913473,-0.4922024,-1.4386557,1.529718,-0.9326098,0.49096042,0.4513048,-2.5708919,0.45676565
0.1336868,-0.07926554,2.3623924,-3.083414,-0.49130765,-2.403759,-1.0803444,1.3802667,-3.2851179,-1.8603704,0.43796325,-3.696182,-0.48018807,2.678172,-3.5229492,2.9385629,-0.8595314,1.1469805,-2.255428,3.8876255
-1.4046776,0.8635872,0.8496543,1.1224196,0.87989134,2.3542705,-1.0175616,-0.38043436,0.33498257,0.56832224,-1.0431855,1.0154575,-0.6709088,0.5971075,0.097271845,-0.8587543,-0.72213143,-0.11672441,-1.604861,-1.0346694
0.5578512,-2.1595702,-6.3889456,-10.166537,-10.853511,-6.647123,-9.827634,-6.5811596,-1.0249978,-9.663302,-3.2560444,-9.774089,-6.0426545,-3.8776844,0.4254455,-4.09223,0.90866,2.7044177,1.1096883,4.627144
0.026035722,0.87136203,-0.646966,-1.0421526,3.3502154,-2.5548077,4.0327106,1.2637802,-2.8094761,-1.8074389,1.5266858,2.4879305,5.5984035,-1.0208185,0.41059518,-2.0991044,-5.1966424,-5.4163976,-3.5445585,-0.09591604
0.111976676,0.6592311,-0.50943124,-2.910834,0.054343127,-3.631687,-1.5025673,2.2079854,-0.30449092,4.2175455,0.79143476,0.21116595,-2.9915845,2.726256,-4.412004,-3.0776806,-1.5695282,-4.517095,-4.5003953,1.9076706
-0.44182563,0.67182165,1.2377971,0.47174585,1.6588631,-1.2494273,2.251103,-0.94024307,-0.86057943,0.27713418,-0.19593608,6.016871,-1.1439304,-1.9767414,5.3650966,-0.809377,-1.0147305,-0.37509188,-0.6375043,-2.9683137
0.08048946,-0.8303428,0.014923983,2.1616125,1.3193237,1.7009912,1.5071869,0.010300692,-1.2956465,0.86759657,-0.8969097,1.3686496,-1.2240783,1.9328688,0.27666548,-1.3481368,-0.74473137,-0.39374033,-1.9756073,-1.612889
-1.5562118,-2.8998094,-0.63434446,-1.0313902,-1.9508033,3.5017333,2.1330109,0.5637586,-3.7275026,-3.0028214,-3.8058124,-2.404311,-4.4707303,-0.24222931,-5.8138614,-8.230485,-3.917935,-4.3958554,-4.422022,0.57924294
-1.0860814,2.0172443,0.9527099,-1.9492508,-0.032714464,5.218784,-3.2997375,-7.6655965,-4.2873,-4.727515,-6.0023894,-2.4838328,-1.5970215,0.90111184,-3.8600078,-2.5355437,-6.3681426,-2.1332579,-6.614746,-7.2832537
-1.4167397,-0.8346674,0.70484376,1.9380894,0.3365221,0.278099,-1.6190159,-0.4573114,0.1595501,-0.8086537,2.6859965,-0.6231318,1.4348346,-2.1353922,1.1208279,-1.4827496,-0.3930618,0.6856266,-0.52249354,-0.8186074
-0.9738613,-0.023209423,0.3737086,0.81863004,2.3720253,-1.7194812,-0.19697699,0.31936285,0.5407467,1.1661863,-1.0721167,-2.2121687,-0.83256525,0.50715554,-0.44521573,-2.1442585,-0.82485265,-1.4986794,3.3775256,-0.54799
-0.7672271,-0.78578335,0.5454801,4.5582886,0.82753116,-2.9381871,3.0297003,-0.36940017,-3.9970853,-7.2747607,-4.523025,-13.3360405,-1.749692,-0.3641878,-7.0991545,-8.871572,-0.9493146,-9.201129,-3.733257,-6.255321
-2.742971,-0.854755,-0.009055072,0.33795303,1.9439951,0.34358636,1.480573,7.031975,-3.824769,-0.61012584,-7.3916297,-6.519831,0.20002694,0.73056597,-2.2781923,-4.247761,1.7163211,-1.3969939,4.0657663,-2.3462412
-1.5843097,-0.51163524,0.14233808,1.4245875,0.746132,0.52451617,3.832956,-0.35097215,-1.3696178,0.61861736,-2.5754616,5.572377,-1.1520844,-1.4337485,-1.0305449,1.031261,-0.2649972,-1.6862214,0.41644195,-1.4387817
-1.4398454,0.6353977,-2.6010542,-1.2911198,-4.1995487,-0.20020317,3.0166764,-2.5539005,-5.8358827,-0.088581994,3.547244,0.20460448,-2.2674336,2.475431,-3.5535538,-7.2870846,-0.8121962,-3.242429,3.5151684,-5.6048846
0.09322667,0.752073,1.9036055,1.9805909,0.50517863,-0.20444971,1.5769962,-1.4304168,2.353447,-0.09735558,2.121356,0.30615273,-1.1172335,0.44820228,1.6831522,-0.8061818,-0.47167292,0.6658338,-1.372663,-1.0821341
-1.2664381,-0.5385674,0.35603094,0.054604854,0.8045399,1.902922,-0.47710842,-3.4595027,-4.615131,-5.2899303,-3.308079,-6.2377257,-3.4678965,-3.0639067,-5.415972,0.2535391,-4.0858474,-3.450265,-2.5608606,-3.1034787
0.7534747,0.051526744,1.0476878,1.2739707,-0.065183,-0.44972426,-1.1306555,0.7125215,1.5817381,-0.1672987,-2.1464143,-0.009573644,1.040347,-0.8166648,2.7456243,-0.86960024,-0.14013825,0.12064065,-1.1033342,-1.6477126
-1.3765966,1.0772043,0.23795608,0.79285276,1.5195849,0.5867739,0.66149193,-0.76046747,-1.8420082,-0.52014446,-3.7430248,-2.2129796,-3.1513543,-1.9838438,1.6813037,-4.051292,-1.2460133,-3.5668201,-2.0329018,-2.296789
-1.0857732,-0.66060954,-1.7378123,0.8188884,6.4209976,-0.7564995,-2.8414278,-5.603121,-2.5255144,-0.38334155,-1.3912554,-5.15369,-3.7986248,-2.028797,-5.52079,-6.645263,-5.4115124,-1.7256949,-4.929692,0.78944904
0.41002,0.048831888,0.24215722,0.6176945,-2.107477,3.3714828,-1.9915767,-6.553416,2.401362,6.7868066,-1.362795,-7.288949,0.62812513,-0.6136155,-7.4462805,-1.8921916,-0.95580673,-0.15360588,-5.858288,-3.2382066
-0.0989524,0.18278338,2.1927016,1.3326246,-1.0638322,-2.3951476,-2.8084872,-1.5741177,-2.0561879,0.47720355,5.8043365,-4.6688485,-1.0057298,1.2879018,2.6551318,-0.14148663,-2.2442818,-0.53417915,-0.95278597,-1.1171144
-0.20755504,0.49430114,-0.87100357,4.0204935,0.26136935,-0.81191,-2.3905594,0.29327986,-5.5077147,0.4221506,-3.780473,-1.3991439,3.9728045,-0.2277671,3.7377384,-2.605687,0.77085674,-3.1910646,1.2612033,-6.3876576
-0.3351374,0.52886015,0.7355811,0.15532403,0.4248049,-0.614217,-2.1368954,-1.6260684,-1.0661528,-3.3400636,1.042913,2.9077485,-4.6284804,-1.5610746,-4.930841,-0.7568765,-7.173835,7.5216393,-6.8837833,-2.9853067
2.323288,-0.1764266,-2.221314,-4.9387174,-4.1295943,-2.5605137,-3.4761255,-7.255782,-0.9877845,-3.5285552,-4.9194665,-4.959639,-1.7429132,1.3974266,-0.21911734,7.4893985,-3.9923935,-2.506355,1.3478312,0.82221663
0.33697614,1.5197052,2.0766006,2.3791816,1.3399976,0.0667986,-0.29713258,-0.8649709,0.4353191,1.1465039,3.3653893,-0.7063171,-0.90133363,-0.9475971,0.46641397,2.1693397,-0.068680316,0.28357014,-0.4653181,-1.6276661
0.29153466,1.2404703,-1.9803832,-4.5722923,1.9433264,0.7683308,0.64077777,4.454519,4.173002,-6.4294004,-5.830664,-1.5862134,-1.5025014,-3.0104952,4.5418167,-6.689564,-7.5382004,-4.387828,-6.841461,-1.1692704
-1.9461232,-1.858381,-0.7148368,1.9818064,0.63117814,-0.8191184,-4.0192018,-6.7086735,-8.807728,-3.9454882,-6.5688024,-6.5782595,-4.2287507,0.045025904,-4.0540953,2.1534245,-3.2871723,-6.8691916,-6.691752,-0.54906803
-1.065471,-0.8503537,3.6288648,-0.24333985,-2.6378415,-1.3740809,2.740302,2.477006,8.019906,-0.4530085,-1.1023436,0.9218214,4.075153,-0.7258257,-1.4519781,-4.0726995,0.12014803,2.1877801,-3.538475,-6.485664
0.17076433,-1.2196323,-0.12951589,0.86597925,0.74025834,-0.5328181,-0.7883527,1.250025,-0.80470115,-0.14441809,-1.8017035,6.323645,-1.3006432,-0.7796346,3.950178,-3.0429285,0.8001213,-0.661238,-0.84073347,-0.2618311
-1.0684317,-0.43984646,1.2092443,-0.10328072,0.8466952,0.49308738,-1.3891071,0.04111946,0.3331314,-0.91158557,1.5730639,-4.274763,-0.43725815,-1.2501053,-4.456041,-3.5550475,2.1706178,5.406907,5.417621,2.0994184
-0.27451476,-0.32475471,-0.4599975,1.691848,-2.0221665,-2.5216553,2.1958923,2.951377,-2.5180054,-0.5085372,-0.5172037,-4.0449553,1.045622,-1.557701,-2.6172996,-2.4611895,-1.9546922,-2.5059168,-1.214892,-0.7122746
-0.37833482,1.0460601,1.5141437,1.1190606,-0.43910286,-1.3588505,1.641372,0.18776473,0.32297993,0.41684508,1.9107661,-1.3473706,-0.97197175,-1.9208502,2.7600386,-0.21948208,1.3741975,0.47674912,0.14283085,-1.8979899
-0.6343394,-0.075992644,-0.24795577,-2.946327,-1.8792956,-3.4503458,-3.319673,-5.615578,-8.378644,-2.3790734,-3.9114358,5.5670586,1.4204526,-2.0490298,0.06744013,2.8625567,7.537715,0.02235721,1.1530207,0.6506689
0.3050471,1.4334811,0.84456724,0.20951922,-2.2824643,3.3983903,-0.037505474,-3.0996246,-3.2446918,-0.18602613,-1.5602211,-1.597738,-1.5614309,0.7146027,7.4941754,1.6054127,-0.58045614,-3.5510867,-1.2059982,-2.9979184
-0.00995684,1.1865122,1.8878262,0.78023964,-2.7455754,1.7206016,-1.2427264,-4.003876,4.325388,3.1819153,1.3214697,0.49029437,-1.4047685,0.059879526,0.7289463,-0.74548,-0.6029375,-0.68523055,3.7296214,-1.0813991
-1.2585981,-1.1037822,-0.32496902,-1.7499471,1.5464432,-3.859015,4.322692,0.06724126,-2.97737,0.19495346,1.0075448,-0.49433637,-2.5122733,-0.4338558,3.9710464,-0.6517993,-3.6236265,4.1067195,2.0932462,1.3828694
-0.30199045,0.21510255,2.526129,1.043272,0.6773361,-3.954216,4.6925936,-0.19483617,2.2760887,-0.03297543,0.909039,-0.72284836,-0.37830836,-0.32759798,-0.3705644,2.1516526,-1.8681337,-3.6093125,-0.35065067,-1.1740882
-0.481143,1.2343041,1.2357136,0.87243986,0.24026227,-3.4579964,-2.0437865,-7.9854646,-5.7355676,1.2227393,7.3145003,0.67935055,3.8788896,-1.8316648,0.2553067,-5.3467226,-0.40049088,0.09469595,-4.9115567,-1.2695138
-0.7354386,0.42454392,3.093626,-0.38143176,-2.9980285,0.80490685,-1.9185623,-0.55389696,-7.813066,-0.7496286,-3.77224,2.6412644,-2.8806906,-0.92165494,-0.8476571,-1.4744998,2.826569,-1.5888882,-4.66837,-3.324046
-0.90159374,-0.18647781,0.075704955,3.0489583,0.9482802,0.09977381,1.5246519,-1.5297197,-0.8976756,-0.47477296,1.3448077,-0.96102744,-2.0781357,-1.239666,-2.5651696,-5.6121287,-1.8195424,-4.4251347,-1.8120863,-1.9489427
